Ticker,Name,Price,Expense Ratio,Category,Morning Star Rating,Net Assets,Holdings Turnover,Inception Date,Fund Family,Cash,Stocks,Bonds,Others,Preferred,Convertable,Basic Materials,Consumer Cyclical,Financial Services,Realestate,Consumer Defensive,Healthcare,Utilities,Communication Services,Energy,Industrials,Technology,Number Years Up,Number Years Down,YTD,1-Month,3-Month,1-Year,3-Year,5-Year,10-Year,Inception,Minimum Initial Investment,Minimum Subsequent Investment,Mutual Fund,ETF,Capture Date
NGINX,Columbia Georgia Intermediate Municipal Bond Fund Class C,10.70,1.57,Muni Single State Interm,1,41.99M,21.00,1992-06-16,Columbia Threadneedle,0.49,0.00,99.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,6,3.30,0.45,0.94,3.30,2.63,1.85,2.36,NULL,2000,0,True,False,2021-01-28
NGAMX,Columbia Georgia Intermediate Municipal Bond Fund Institutional Class,10.69,0.57,Muni Single State Interm,4,41.99M,21.00,1992-02-27,Columbia Threadneedle,0.49,0.00,99.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,5,4.24,0.44,1.19,4.24,3.66,2.85,3.38,NULL,2000,0,True,False,2021-01-28
NMIAX,Columbia Large Cap Enhanced Core Fund Class A,27.46,0.84,Large Blend,3,481.99M,77.00,1996-07-30,Columbia Threadneedle,1.64,98.36,0.00,0.00,0.00,0.00,1.32,12.03,12.94,2.70,7.94,13.85,2.81,10.59,2.07,8.46,25.28,18,6,15.21,3.80,10.96,15.21,11.13,13.29,13.28,NULL,2000,0,True,False,2021-01-28
NMIMX,Columbia Large Cap Enhanced Core Fund Institutional Class,27.41,0.59,Large Blend,4,481.99M,77.00,1996-07-30,Columbia Threadneedle,1.64,98.36,0.00,0.00,0.00,0.00,1.32,12.03,12.94,2.70,7.94,13.85,2.81,10.59,2.07,8.46,25.28,18,6,15.50,3.84,11.01,15.50,11.40,13.57,13.57,NULL,2000,0,True,False,2021-01-28
NFEAX,Columbia Large Cap Growth Opportunity Fund Class A,23.14,1.05,Large Growth,3,1.85B,42.00,1997-12-30,Columbia Threadneedle,0.31,99.69,0.00,0.00,0.00,0.00,0.00,16.09,9.34,1.21,4.10,13.81,0.00,13.90,0.00,3.04,38.50,17,6,40.49,4.64,11.90,40.49,22.23,18.73,15.02,NULL,2000,0,True,False,2021-01-28
NFECX,Columbia Large Cap Growth Opportunity Fund Class C,13.59,1.80,Large Growth,3,1.85B,42.00,1997-12-30,Columbia Threadneedle,0.31,99.69,0.00,0.00,0.00,0.00,0.00,16.09,9.34,1.21,4.10,13.81,0.00,13.90,0.00,3.04,38.50,17,6,39.46,4.63,11.74,39.46,21.33,17.85,14.16,NULL,2000,0,True,False,2021-01-28
NFEPX,Columbia Large Cap Growth Opportunity Fund Institutional Class,25.78,0.80,Large Growth,3,1.85B,42.00,1997-12-30,Columbia Threadneedle,0.31,99.69,0.00,0.00,0.00,0.00,0.00,16.09,9.34,1.21,4.10,13.81,0.00,13.90,0.00,3.04,38.50,17,6,40.84,4.70,12.00,40.84,22.54,19.03,15.31,NULL,2000,0,True,False,2021-01-28
NEIAX,Columbia Large Cap Index Fund Class A,56.68,0.45,Large Blend,4,3.79B,7.00,1995-10-09,Columbia Threadneedle,1.34,98.66,0.00,0.00,0.00,0.00,2.27,12.50,13.50,2.42,6.97,13.55,2.76,10.77,2.28,8.79,24.19,20,5,17.83,3.80,12.02,17.83,13.65,14.69,13.38,NULL,2000,0,True,False,2021-01-28
NINDX,Columbia Large Cap Index Fund Institutional Class,57.07,0.20,Large Blend,4,3.79B,7.00,1993-12-14,Columbia Threadneedle,1.34,98.66,0.00,0.00,0.00,0.00,2.27,12.50,13.50,2.42,6.97,13.55,2.76,10.77,2.28,8.79,24.19,22,5,18.13,3.82,12.09,18.13,13.93,14.98,13.66,NULL,2000,0,True,False,2021-01-28
NMINX,Columbia Maryland Intermediate Municipal Bond Fund Class C,10.70,1.57,Muni Single State Interm,1,46.54M,15.00,1992-06-16,Columbia Threadneedle,0.11,0.00,99.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,6,2.17,0.39,0.97,2.17,2.14,1.84,2.29,NULL,2000,0,True,False,2021-01-28
NTIAX,Columbia Mid Cap Index Fund Class A,16.94,0.45,Mid-Cap Blend,3,3.32B,14.00,2000-05-30,Columbia Threadneedle,1.69,98.32,0.00,0.00,0.00,0.00,4.55,13.89,14.96,8.94,4.51,11.31,2.93,2.04,1.61,17.70,17.56,14,6,13.10,6.47,24.21,13.10,7.91,11.80,10.99,NULL,2000,0,True,False,2021-01-28
NMPAX,Columbia Mid Cap Index Fund Institutional Class,16.85,0.20,Mid-Cap Blend,4,3.32B,14.00,2000-03-30,Columbia Threadneedle,1.69,98.32,0.00,0.00,0.00,0.00,4.55,13.89,14.96,8.94,4.51,11.31,2.93,2.04,1.61,17.70,17.56,14,6,13.42,6.56,24.40,13.42,8.20,12.09,11.27,NULL,2000,0,True,False,2021-01-28
NNCIX,Columbia North Carolina Intermediate Municipal Bond Fund Class A,10.73,0.82,Muni Single State Interm,2,204.4M,7.00,1992-12-13,Columbia Threadneedle,2.68,0.00,97.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,5,3.73,0.42,1.16,3.73,3.17,2.49,3.07,NULL,2000,0,True,False,2021-01-28
NNINX,Columbia North Carolina Intermediate Municipal Bond Fund Class C,10.73,1.57,Muni Single State Interm,1,204.4M,7.00,1992-12-15,Columbia Threadneedle,2.68,0.00,97.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,6,2.96,0.26,0.97,2.96,2.37,1.73,2.29,NULL,2000,0,True,False,2021-01-28
NNIBX,Columbia North Carolina Intermediate Municipal Bond Fund Institutional Class,10.72,0.57,Muni Single State Interm,3,204.4M,7.00,1992-12-10,Columbia Threadneedle,2.68,0.00,97.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,5,3.99,0.44,1.32,3.99,3.43,2.75,3.33,NULL,2000,0,True,False,2021-01-28
NSGAX,Columbia Select Large Cap Equity Fund Class A,17.08,0.80,Large Blend,3,1.21B,46.00,1999-08-01,Columbia Threadneedle,0.18,99.82,0.00,0.00,0.00,0.00,0.00,9.27,13.06,3.39,7.69,14.11,3.41,10.34,2.25,8.14,28.34,15,6,19.33,4.05,11.44,19.33,13.03,14.52,13.04,NULL,2000,0,True,False,2021-01-28
NSGCX,Columbia Select Large Cap Equity Fund Class C,15.41,1.55,Large Blend,3,1.21B,46.00,1999-08-01,Columbia Threadneedle,0.18,99.82,0.00,0.00,0.00,0.00,0.00,9.27,13.06,3.39,7.69,14.11,3.41,10.34,2.25,8.14,28.34,15,6,18.44,3.95,11.24,18.44,12.21,13.67,12.20,NULL,2000,0,True,False,2021-01-28
NSEPX,Columbia Select Large Cap Equity Fund Institutional Class,16.93,0.55,Large Blend,4,1.21B,46.00,1998-10-01,Columbia Threadneedle,0.18,99.82,0.00,0.00,0.00,0.00,0.00,9.27,13.06,3.39,7.69,14.11,3.41,10.34,2.25,8.14,28.34,16,6,19.63,4.09,11.54,19.63,13.32,14.80,13.32,NULL,2000,0,True,False,2021-01-28
NSTRX,Columbia Short Term Bond Fund Class A,10.14,0.77,Short-Term Bond,2,984.4M,169.00,1992-10-01,Columbia Threadneedle,2.31,0.00,95.76,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,2,3.26,0.41,1.17,3.26,2.83,2.15,1.54,NULL,2000,0,True,False,2021-01-28
NSTIX,Columbia Short Term Bond Fund Class C,10.12,1.32,Short-Term Bond,1,984.4M,169.00,1992-10-01,Columbia Threadneedle,2.31,0.00,95.76,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,5,2.56,0.27,0.93,2.56,2.19,1.53,1.04,NULL,2000,0,True,False,2021-01-28
NSTMX,Columbia Short Term Bond Fund Institutional Class,10.13,0.52,Short-Term Bond,2,984.4M,169.00,1992-09-29,Columbia Threadneedle,2.31,0.00,95.76,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,2,3.42,0.43,1.13,3.42,3.06,2.40,1.79,NULL,2000,0,True,False,2021-01-28
NSMMX,Columbia Short Term Municipal Bond Fund Class A,10.49,0.66,Muni National Short,3,718.61M,58.00,1993-11-01,Columbia Threadneedle,7.01,0.00,92.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,1,1.70,0.28,0.54,1.70,1.91,1.36,1.11,NULL,2000,0,True,False,2021-01-28
NSMUX,Columbia Short Term Municipal Bond Fund Class C,10.48,1.41,Muni National Short,1,718.61M,58.00,1994-05-18,Columbia Threadneedle,7.01,0.00,92.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,5,0.94,0.12,0.35,0.94,1.15,0.59,0.35,NULL,2000,0,True,False,2021-01-28
NSMIX,Columbia Short Term Municipal Bond Fund Institutional Class,10.49,0.41,Muni National Short,3,718.61M,58.00,1993-10-06,Columbia Threadneedle,7.01,0.00,92.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,1,1.95,0.20,0.60,1.95,2.16,1.59,1.35,NULL,2000,0,True,False,2021-01-28
NMSAX,Columbia Small Cap Index Fund Class A,27.13,0.45,Small Blend,4,3.72B,17.00,1996-10-14,Columbia Threadneedle,1.39,98.61,0.00,0.00,0.00,0.00,5.78,13.88,15.45,8.92,3.41,12.02,1.61,2.85,3.17,17.66,15.27,18,6,10.92,8.25,31.13,10.92,7.29,11.90,11.43,NULL,2000,0,True,False,2021-01-28
NMSCX,Columbia Small Cap Index Fund Institutional Class,27.34,0.20,Small Blend,4,3.72B,17.00,1996-10-14,Columbia Threadneedle,1.39,98.61,0.00,0.00,0.00,0.00,5.78,13.88,15.45,8.92,3.41,12.02,1.61,2.85,3.17,17.66,15.27,18,6,11.20,8.31,31.24,11.20,7.57,12.19,11.70,NULL,2000,0,True,False,2021-01-28
NSCIX,Columbia South Carolina Intermediate Municipal Bond Fund Class A,10.50,0.81,Muni Single State Interm,3,123.48M,9.00,1992-05-04,Columbia Threadneedle,1.01,0.00,98.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,5,3.23,0.34,0.92,3.23,3.28,2.60,3.22,NULL,2000,0,True,False,2021-01-28
NSICX,Columbia South Carolina Intermediate Municipal Bond Fund Class C,10.51,1.56,Muni Single State Interm,1,123.48M,9.00,1992-06-16,Columbia Threadneedle,1.01,0.00,98.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,5,2.46,0.28,0.73,2.46,2.51,1.83,2.45,NULL,2000,0,True,False,2021-01-28
NSCMX,Columbia South Carolina Intermediate Municipal Bond Fund Institutional Class,10.50,0.56,Muni Single State Interm,4,123.48M,9.00,1992-01-05,Columbia Threadneedle,1.01,0.00,98.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,5,3.49,0.27,0.89,3.49,3.51,2.83,3.46,NULL,2000,0,True,False,2021-01-28
NVRCX,Columbia Virginia Intermediate Municipal Bond Fund Class C,10.88,1.56,Muni Single State Interm,1,147.37M,12.00,1992-06-16,Columbia Threadneedle,0.08,0.00,99.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,6,3.08,0.48,1.25,3.08,2.56,1.78,2.22,NULL,2000,0,True,False,2021-01-28
CFBNX,Commerce Bond Fund,21.08,0.62,Intermediate Core Bond,4,1.29B,20.00,1994-12-11,Commerce,3.08,0.00,96.25,0.00,0.20,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,3,7.12,0.50,1.61,7.12,5.08,4.75,4.29,NULL,1000,250,True,False,2021-01-28
CFGRX,Commerce Growth Fund,46.76,0.76,Large Growth,3,221.47M,37.00,1994-12-11,Commerce,0.14,99.86,0.00,0.00,0.00,0.00,4.37,16.50,6.88,2.19,3.51,9.85,0.00,9.59,0.00,6.66,40.45,20,6,28.93,4.44,10.73,28.93,20.11,19.15,15.50,NULL,1000,250,True,False,2021-01-28
KTXIX,Commerce Kansas Tax Free Intermediate Bond Fund,20.26,0.70,Muni Single State Interm,3,185.27M,16.00,2000-12-25,Commerce,5.76,0.00,94.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,2,4.32,0.21,0.75,4.32,3.60,2.90,3.50,NULL,1000,250,True,False,2021-01-28
CFAGX,Commerce MidCap Growth Fund,51.86,0.82,Mid-Cap Growth,3,323.82M,69.00,1994-12-11,Commerce,0.56,99.44,0.00,0.00,0.00,0.00,3.77,8.06,5.10,3.63,4.41,18.86,0.00,3.81,0.00,12.18,40.17,20,6,23.72,4.56,13.65,23.72,16.71,16.82,13.12,NULL,1000,250,True,False,2021-01-28
CFMOX,Commerce Missouri Tax Free Intermediate Bond Fund,20.28,0.64,Muni Single State Interm,3,388.11M,13.00,1995-02-20,Commerce,5.16,0.00,94.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,2,3.87,0.29,0.83,3.87,3.51,3.01,3.46,NULL,1000,250,True,False,2021-01-28
CFNLX,Commerce National Tax Free Intermediate Bond Fund,20.61,0.59,Muni National Interm,3,462.94M,19.00,1995-02-20,Commerce,9.32,0.00,90.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,2,4.67,0.34,0.90,4.67,4.00,3.36,4.07,NULL,1000,250,True,False,2021-01-28
CFSTX,Commerce Short Term Government Fund,17.19,0.68,Short Government,4,64.55M,64.00,1994-12-11,Commerce,4.69,0.00,95.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,1,2.95,0.08,0.01,2.95,2.42,1.78,1.46,NULL,1000,250,True,False,2021-01-28
CFVLX,Commerce Value Fund,30.58,0.71,Large Value,5,281.44M,54.00,1997-03-02,Commerce,2.43,97.57,0.00,0.00,0.00,0.00,4.37,9.69,20.43,2.00,11.00,14.01,5.73,7.05,3.75,15.90,6.05,15,8,0.88,1.79,12.47,0.88,6.61,10.28,11.40,NULL,1000,250,True,False,2021-01-28
CRAIX,CRA Qualified Investment CRA Shares,10.84,0.91,Intermediate Government,3,2.84B,30.00,1999-08-29,Community Capital Management,11.03,0.00,88.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,1,3.99,0.21,0.10,3.99,3.15,2.44,2.53,NULL,500000,0,True,False,2021-01-28
CPCCX,Comstock Capital Value Fund Class C,3.1400,6.16,Bear Market,1,3.95M,79.00,1995-08-21,Gabelli,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,19,-5.97,-0.32,-0.94,-5.97,-9.57,-14.37,-15.31,NULL,1000,0,True,False,2021-01-28
CPCRX,Comstock Capital Value Fund Class I,3.8300,4.86,Bear Market,1,3.95M,79.00,1995-08-21,Gabelli,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,19,-4.95,-0.26,-0.78,-4.95,-8.61,-13.50,-14.46,NULL,500000,0,True,False,2021-01-28
CBLFX,CornerCap Balanced Fund,14.80,1.01,Allocation--50% to 70% Equity,2,20.32M,62.00,1997-05-26,CornerCap,6.61,58.34,34.99,0.00,0.01,0.06,4.11,7.32,16.90,5.37,8.26,15.04,5.63,5.83,4.15,11.61,15.78,18,5,6.75,2.48,10.24,6.75,4.84,7.79,6.88,NULL,2000,250,True,False,2021-01-28
CMCRX,CornerCap Large/Mid-Cap Value Fund,13.37,1.00,Large Value,3,18.17M,92.00,2000-07-26,CornerCap,2.87,97.13,0.00,0.00,0.00,0.00,3.15,6.76,16.84,4.53,9.09,14.83,6.78,5.73,5.13,11.32,15.84,14,6,5.62,3.38,15.51,5.62,4.83,9.80,8.83,NULL,2000,250,True,False,2021-01-28
CSCVX,CornerCap Small-Cap Value Fund Investor Shares,15.52,1.30,Small Value,4,152.27M,127.00,1992-09-29,CornerCap,0.00,100.00,0.00,0.00,0.00,0.00,5.98,9.16,22.09,8.16,3.83,8.86,3.17,3.34,3.14,18.35,13.91,20,8,2.62,6.33,26.64,2.62,3.35,8.76,9.20,NULL,2000,250,True,False,2021-01-28
CHIAX,Credit Suisse Floating Rate High Income Fund A,6.61,0.95,Bank Loan,3,1.98B,30.00,1999-03-07,Credit Suisse (New York NY),5.55,0.06,93.02,0.90,0.00,0.47,21.33,78.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,3,2.29,1.56,4.31,2.29,2.87,4.35,4.25,NULL,2500,100,True,False,2021-01-28
CHICX,Credit Suisse Floating Rate High Income Fund C,6.63,1.70,Bank Loan,2,1.98B,30.00,2000-02-27,Credit Suisse (New York NY),5.55,0.06,93.02,0.90,0.00,0.47,21.33,78.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,3,1.53,1.49,4.09,1.53,2.10,3.57,3.47,NULL,2500,100,True,False,2021-01-28
CSHIX,Credit Suisse Floating Rate High Income Fund Institutional Class,6.58,0.70,Bank Loan,4,1.98B,30.00,2000-07-31,Credit Suisse (New York NY),5.55,0.06,93.02,0.90,0.00,0.47,21.33,78.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,3,2.38,1.43,4.23,2.38,3.11,4.58,4.50,NULL,250000,100000,True,False,2021-01-28
CRIMX,CRM Mid Cap Value Fund Class Institutional,24.42,0.97,Mid-Cap Blend,3,414.36M,37.00,1998-01-05,CRM,2.44,97.56,0.00,0.00,0.00,0.00,7.29,7.22,18.49,5.44,5.42,7.06,10.58,0.00,2.13,23.20,13.19,17,5,10.76,6.16,22.72,10.76,8.77,12.29,10.44,NULL,1000000,0,True,False,2021-01-28
CRMMX,CRM Mid Cap Value Fund Class Investor,23.36,1.17,Mid-Cap Blend,3,414.36M,37.00,2000-09-19,CRM,2.44,97.56,0.00,0.00,0.00,0.00,7.29,7.22,18.49,5.44,5.42,7.06,10.58,0.00,2.13,23.20,13.19,15,5,10.55,6.19,22.70,10.55,8.57,12.07,10.22,NULL,2500,50,True,False,2021-01-28
CRISX,CRM Small Cap Value Fund Class Institutional,17.91,0.93,Small Blend,1,280.49M,60.00,1998-01-26,CRM,1.13,98.87,0.00,0.00,0.00,0.00,2.94,7.79,24.09,4.31,10.29,3.19,5.64,2.47,1.26,29.62,8.40,15,7,-3.07,8.60,34.17,-3.07,1.20,8.20,7.74,NULL,1000000,0,True,False,2021-01-28
CRMSX,CRM Small Cap Value Fund Class Investor,15.13,1.17,Small Blend,1,280.49M,60.00,1995-09-28,CRM,1.13,98.87,0.00,0.00,0.00,0.00,2.94,7.79,24.09,4.31,10.29,3.19,5.64,2.47,1.26,29.62,8.40,17,8,-3.28,8.60,34.15,-3.28,0.97,7.94,7.50,NULL,2500,50,True,False,2021-01-28
CALEX,Cutler Equity Fund,20.83,1.15,Large Value,5,157.11M,6.00,1992-12-30,Cutler,0.28,99.72,0.00,0.00,0.00,0.00,2.08,9.96,19.15,0.00,12.98,16.55,2.43,2.60,3.99,17.04,13.22,22,5,-1.44,-1.58,7.42,5.11,8.17,10.82,10.83,NULL,2500,0,True,False,2021-01-28
NYVBX,Davis New York Venture Fund Class B,26.64,1.80,Large Blend,1,8.33B,11.00,1994-11-30,Davis Funds,0.44,96.00,0.00,3.56,0.00,0.00,0.49,11.52,38.01,0.00,6.04,2.11,0.00,19.04,0.00,10.51,12.28,21,5,10.42,4.26,18.73,10.42,7.24,10.65,9.64,NULL,1000,25,True,False,2021-01-28
NYVCX,Davis New York Venture Fund Class C,27.83,1.70,Large Blend,1,8.33B,11.00,1994-12-19,Davis Funds,0.44,96.00,0.00,3.56,0.00,0.00,0.49,11.52,38.01,0.00,6.04,2.11,0.00,19.04,0.00,10.51,12.28,21,5,10.47,4.23,18.71,10.47,7.39,10.84,9.81,NULL,1000,25,True,False,2021-01-28
DNVYX,Davis New York Venture Fund Class Y,33.01,0.65,Large Blend,2,8.33B,11.00,1996-10-01,Davis Funds,0.44,96.00,0.00,3.56,0.00,0.00,0.49,11.52,38.01,0.00,6.04,2.11,0.00,19.04,0.00,10.51,12.28,19,5,11.68,4.35,19.06,11.68,8.53,12.00,10.95,NULL,5000000,25,True,False,2021-01-28
RPFCX,Davis Appreciation & Income Fund Class A,45.31,1.01,Allocation--70% to 85% Equity,2,182.86M,17.00,1992-04-30,Davis Funds,5.45,72.57,21.98,0.00,0.00,0.00,0.00,7.58,48.42,0.00,0.00,4.24,0.00,9.27,0.00,8.22,22.28,19,9,4.75,3.30,15.48,4.75,5.05,8.05,6.03,NULL,1000,25,True,False,2021-01-28
DCSCX,Davis Appreciation & Income Fund Class C,45.41,1.80,Allocation--70% to 85% Equity,2,182.86M,17.00,1997-08-11,Davis Funds,5.45,72.57,21.98,0.00,0.00,0.00,0.00,7.58,48.42,0.00,0.00,4.24,0.00,9.27,0.00,8.22,22.28,15,8,3.93,3.23,15.27,3.93,4.23,7.22,5.17,NULL,1000,25,True,False,2021-01-28
DCSYX,Davis Appreciation & Income Fund Class Y,45.51,0.69,Allocation--70% to 85% Equity,2,182.86M,17.00,1996-11-12,Davis Funds,5.45,72.57,21.98,0.00,0.00,0.00,0.00,7.58,48.42,0.00,0.00,4.24,0.00,9.27,0.00,8.22,22.28,16,8,5.08,3.32,15.56,5.08,5.39,8.39,6.28,NULL,5000000,25,True,False,2021-01-28
DFFCX,Davis Financial Fund Class C,35.20,1.72,Financial,3,767.92M,6.00,1997-08-11,Davis Funds,0.38,99.62,0.00,0.00,0.00,0.00,0.00,0.00,97.83,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,15,8,-6.61,6.10,26.73,-6.61,0.81,6.71,7.95,NULL,1000,25,True,False,2021-01-28
DVFYX,Davis Financial Fund Class Y,45.66,0.72,Financial,3,767.92M,6.00,1997-03-09,Davis Funds,0.38,99.62,0.00,0.00,0.00,0.00,0.00,0.00,97.83,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,15,8,-5.67,6.17,27.04,-5.67,1.83,7.79,9.07,NULL,5000000,25,True,False,2021-01-28
RFBAX,Davis Government Bond Fund Class A,5.40,1.05,Short Government,2,30.82M,13.00,1994-11-30,Davis Funds,16.25,0.00,83.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,3,1.69,0.03,-0.05,1.69,1.77,1.05,0.79,NULL,1000,25,True,False,2021-01-28
DGVCX,Davis Government Bond Fund Class C,5.39,1.80,Short Government,1,30.82M,13.00,1997-08-18,Davis Funds,16.25,0.00,83.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,9,0.81,-0.19,-0.37,0.81,0.98,0.25,-0.01,NULL,1000,25,True,False,2021-01-28
DGVYX,Davis Government Bond Fund Class Y,5.45,0.80,Short Government,3,30.82M,13.00,1998-08-31,Davis Funds,16.25,0.00,83.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,2,1.94,0.05,-0.17,1.94,2.01,1.30,1.08,NULL,5000000,25,True,False,2021-01-28
RPEAX,Davis Opportunity Fund Class A,37.50,0.93,Large Growth,1,504.99M,15.00,1994-11-30,Davis Funds,3.82,84.96,0.00,11.22,0.00,0.00,0.00,4.54,15.91,0.00,0.00,24.05,0.00,9.14,0.00,29.82,16.54,20,6,12.79,4.14,16.30,12.79,6.98,11.68,11.62,NULL,1000,25,True,False,2021-01-28
DGOCX,Davis Opportunity Fund Class C,28.67,1.74,Large Growth,1,504.99M,15.00,1997-08-14,Davis Funds,3.82,84.96,0.00,11.22,0.00,0.00,0.00,4.54,15.91,0.00,0.00,24.05,0.00,9.14,0.00,29.82,16.54,17,6,11.88,4.08,16.04,11.88,6.12,10.80,10.74,NULL,1000,25,True,False,2021-01-28
DGOYX,Davis Opportunity Fund Class Y,39.81,0.70,Large Growth,1,504.99M,15.00,1997-09-17,Davis Funds,3.82,84.96,0.00,11.22,0.00,0.00,0.00,4.54,15.91,0.00,0.00,24.05,0.00,9.14,0.00,29.82,16.54,17,6,13.06,4.17,16.34,13.06,7.22,11.95,11.89,NULL,5000000,25,True,False,2021-01-28
RPFRX,Davis Real Estate Fund Class A,39.56,0.98,Real Estate,3,191.22M,18.00,1994-01-02,Davis Funds,0.70,98.95,0.00,0.00,0.35,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,7,-8.23,2.04,11.97,-8.23,3.19,5.48,7.89,NULL,1000,25,True,False,2021-01-28
DRECX,Davis Real Estate Fund Class C,39.54,1.80,Real Estate,2,191.22M,18.00,1997-08-12,Davis Funds,0.70,98.95,0.00,0.00,0.35,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,7,-8.99,1.97,11.75,-8.99,2.33,4.58,6.97,NULL,1000,25,True,False,2021-01-28
DREYX,Davis Real Estate Fund Class Y,40.12,0.77,Real Estate,3,191.22M,18.00,1996-11-07,Davis Funds,0.70,98.95,0.00,0.00,0.35,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17,7,-8.11,2.08,12.04,-8.11,3.40,5.70,8.13,NULL,5000000,25,True,False,2021-01-28
DPDFX,Delaware Diversified Income Fund Class A,9.40,0.70,Intermediate Core-Plus Bond,4,3.74B,112.00,1997-12-28,Delaware Funds by Macquarie,2.22,0.00,94.57,0.00,0.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,5,10.51,0.69,2.80,10.51,6.17,5.46,4.27,NULL,1000,100,True,False,2021-01-28
DUGAX,Delaware U.S. Growth Fund Class A,26.10,1.09,Large Growth,3,2.83B,54.00,1993-12-02,Delaware Funds by Macquarie,1.40,98.60,0.00,0.00,0.00,0.00,0.00,14.86,17.13,0.00,0.00,11.00,0.00,19.58,0.00,3.14,34.28,20,7,44.17,4.77,15.84,44.17,20.84,16.38,15.43,NULL,1000,100,True,False,2021-01-28
DEUCX,Delaware U.S. Growth Fund Class C,19.88,1.84,Large Growth,3,2.83B,54.00,1994-05-22,Delaware Funds by Macquarie,1.40,98.60,0.00,0.00,0.00,0.00,0.00,14.86,17.13,0.00,0.00,11.00,0.00,19.58,0.00,3.14,34.28,20,6,43.06,4.66,15.57,43.06,19.93,15.50,14.57,NULL,1000,100,True,False,2021-01-28
