Ticker,Name,Price,Expense Ratio,Category,Morning Star Rating,Net Assets,Holdings Turnover,Inception Date,Fund Family,Cash,Stocks,Bonds,Others,Preferred,Convertable,Basic Materials,Consumer Cyclical,Financial Services,Realestate,Consumer Defensive,Healthcare,Utilities,Communication Services,Energy,Industrials,Technology,Number Years Up,Number Years Down,YTD,1-Month,3-Month,1-Year,3-Year,5-Year,10-Year,Inception,Minimum Initial Investment,Minimum Subsequent Investment,Mutual Fund,ETF,Capture Date
BARAX,Baron Asset Fund Retail Class,106.83,1.30,Mid-Cap Growth,4,5.01B,11.83,1987-06-11,Baron Capital Group,0.15,99.40,0.00,0.00,0.45,0.00,0.00,6.48,10.58,9.66,0.00,25.91,0.00,4.15,0.00,11.48,31.74,25,7,12.79,-2.35,-1.50,18.68,15.76,15.58,14.53,NULL,2000,0,True,False,2020-11-13
MACMX,BlackRock California Municipal Opportunities Fund Institutional shares,12.53,0.63,Muni California Intermediate,4,3.11B,117.00,1988-10-24,BlackRock,3.26,0.00,96.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,4,-1.58,-0.07,-0.21,-0.71,2.51,3.08,4.23,NULL,2000000,0,True,False,2020-11-13
MADCX,BlackRock Emerging Markets Fund Inc. Institutional Shares,28.98,0.88,Diversified Emerging Mkts,4,1.68B,63.00,1989-08-31,BlackRock,7.92,92.07,0.00,0.00,0.00,0.00,5.27,26.90,13.79,2.90,0.15,1.44,2.23,12.20,6.00,7.10,22.02,17,13,3.49,3.00,2.69,11.26,6.75,11.63,3.78,NULL,2000000,0,True,False,2020-11-13
MADVX,BlackRock Equity Dividend Fund Institutional Shares,19.30,0.71,Large Value,4,15.94B,40.00,1988-11-28,BlackRock,7.21,92.80,0.00,0.00,0.00,0.00,2.11,4.27,27.23,0.00,11.17,18.18,3.76,7.84,7.11,7.13,11.20,25,6,-13.43,-2.21,-2.48,-8.01,2.03,6.70,9.07,NULL,2000000,0,True,False,2020-11-13
MAEFX,BlackRock EuroFund Institutional Shares,16.79,1.24,Europe Stock,3,99.68M,39.00,1988-10-25,BlackRock,0.88,99.12,0.00,0.00,0.00,0.00,9.69,15.48,12.96,2.53,2.14,6.96,3.51,1.70,1.76,24.08,19.18,22,9,-3.38,-5.63,-2.60,2.07,-0.97,1.02,2.98,NULL,2000000,0,True,False,2020-11-13
BFRAX,BlackRock Floating Rate Income Portfolio Investor A Shares,9.75,0.99,Bank Loan,4,2.12B,80.00,1989-11-02,BlackRock,7.38,0.03,92.30,0.07,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.13,0.00,0.00,0.87,26,4,-1.12,0.00,1.60,0.86,2.21,3.17,3.62,NULL,1000,50,True,False,2020-11-13
BMCAX,BlackRock Advantage Large Cap Growth Fund Investor A Shares,20.53,0.87,Large Growth,3,869.53M,70.00,1986-08-25,BlackRock,3.24,96.76,0.00,0.00,0.00,0.00,1.13,15.79,9.51,1.77,5.84,13.11,0.48,11.60,0.06,3.73,36.99,25,8,17.02,-3.74,0.26,25.19,16.12,15.15,11.48,NULL,1000,50,True,False,2020-11-13
PCBAX,BlackRock Tactical Opportunities Fund Investor A,14.12,1.16,Multialternative,5,1.15B,167.00,1988-12-28,BlackRock,22.98,58.76,18.24,0.02,0.00,0.00,3.54,13.62,14.30,2.71,9.76,11.81,1.69,9.72,3.18,9.68,19.99,24,7,3.14,0.88,0.22,3.01,3.09,2.95,4.09,NULL,1000,50,True,False,2020-11-13
MALOX,BlackRock Global Allocation Fund Inc. Institutional Shares,21.25,0.80,World Allocation,5,22.38B,156.00,1989-02-02,BlackRock,7.11,61.52,26.38,3.02,1.33,0.49,4.58,13.49,12.46,1.11,5.36,16.71,3.09,11.08,2.35,8.64,21.14,24,6,6.22,-1.82,0.45,10.17,5.56,6.15,5.75,NULL,2000000,0,True,False,2020-11-13
MANJX,BlackRock New Jersey Municipal Bond Fund Institutional Shares,11.28,0.64,Muni New Jersey,5,369.7M,117.00,1990-08-30,BlackRock,6.82,0.00,93.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,4,1.27,-0.10,-0.46,1.91,3.70,3.88,4.36,NULL,2000000,0,True,False,2020-11-13
MANKX,BlackRock New York Municipal Opportunities Fund Institutional Shares,10.98,0.60,Muni New York Intermediate,4,1.58B,43.00,1988-10-24,BlackRock,4.32,0.00,95.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,4,-3.41,-0.06,-0.28,-2.49,1.93,2.95,3.78,NULL,2000000,0,True,False,2020-11-13
MAPYX,BlackRock Pennsylvania Municipal Bond Fund Institutional Shares,11.01,0.76,Muni Pennsylvania,4,555.98M,26.00,1990-08-30,BlackRock,1.97,0.00,97.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,4,0.98,-0.48,-0.96,1.38,2.95,3.11,3.99,NULL,2000000,0,True,False,2020-11-13
MAMTX,Blackrock Strategic Municipal Opp Fd Of Blackrock Muni Series Tr Institutional Shares,11.28,0.71,Muni National Interm,3,8.05B,117.00,1988-10-30,BlackRock,5.33,0.00,94.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,4,-3.28,0.02,-0.02,-2.31,1.92,3.03,3.84,NULL,2000000,0,True,False,2020-11-13
MAGRX,BlackRock Natural Resources Trust Institutional Shares,22.99,1.00,Natural Resources,3,104.74M,49.00,1988-10-23,BlackRock,1.14,98.86,0.00,0.00,0.00,0.00,50.86,7.40,0.00,0.00,8.35,0.00,0.00,0.00,30.83,0.00,2.55,21,10,-19.47,-3.55,-7.15,-14.20,-6.50,-1.60,-1.67,NULL,2000000,0,True,False,2020-11-13
MAWIX,BlackRock Strategic Global Bond Fund Inc. Institutional Shares,6.46,0.64,World Bond,5,680.03M,373.00,1988-09-28,BlackRock,27.13,1.33,63.36,0.00,0.02,0.81,2.31,17.08,16.45,0.57,4.45,6.41,1.31,10.23,0.90,7.38,32.91,22,9,5.64,0.11,-0.10,6.07,4.62,4.76,3.20,NULL,2000000,0,True,False,2020-11-13
DGAGX,BNY Mellon Appreciation Fund Inc. - Investor Shares,39.04,0.89,Large Blend,4,1.86B,4.73,1984-01-17,BNY Mellon,0.44,99.56,0.00,0.00,0.00,0.00,4.30,11.30,17.98,0.00,11.31,11.67,0.00,12.59,1.08,5.43,24.34,29,6,8.32,-3.01,1.02,16.52,12.80,12.70,11.57,NULL,2500,1000,True,False,2020-11-13
DRCAX,BNY Mellon California AMT-Free Municipal Bond Fund Inc. - Class Z,15.08,0.77,Muni California Intermediate,4,850.24M,17.89,1983-07-25,BNY Mellon,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,6,1.70,-0.13,-0.76,2.18,3.13,3.03,3.81,NULL,1000,100,True,False,2020-11-13
MMBIX,BNY Mellon MA Intermediate Municipal Bond Fund Class Investor,13.12,0.78,Muni Massachusetts,2,323.67M,52.29,1985-09-23,BNY Mellon Funds,0.25,0.00,99.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29,5,2.05,-0.17,-0.49,2.44,3.10,2.63,2.62,NULL,10000,100,True,False,2020-11-13
PEOPX,BNY Mellon S&P 500 Index Fund,55.72,0.50,Large Blend,4,2.08B,2.81,1990-01-01,BNY Mellon,0.79,99.13,0.08,0.00,0.00,0.00,2.28,11.31,12.83,2.66,7.49,14.31,2.96,10.78,2.07,8.62,24.69,24,5,2.30,-2.70,0.23,9.13,9.87,11.14,12.46,NULL,2500,100,True,False,2020-11-13
DITEX,BNY Mellon Intermediate Municipal Bond Fund,13.89,0.74,Muni National Interm,3,573.07M,16.30,1983-08-10,BNY Mellon,0.09,0.00,99.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,5,2.26,-0.12,-0.20,2.77,3.32,3.01,3.36,NULL,2500,100,True,False,2020-11-13
SDSCX,BNY Mellon Small/Mid Cap Growth Fund Class I,36.73,0.74,Mid-Cap Growth,5,3.6B,49.35,1988-01-03,BNY Mellon,0.61,99.39,0.00,0.00,0.00,0.00,0.69,11.61,3.52,1.93,2.47,28.21,0.01,4.81,0.34,7.45,38.97,23,8,36.99,-0.20,2.26,52.37,24.53,20.99,17.49,NULL,1000,100,True,False,2020-11-13
THPBX,BNY Mellon Balanced Opportunity Fund - Class J,24.41,0.95,Allocation--50% to 70% Equity,4,305.91M,109.36,1987-03-15,BNY Mellon,7.03,58.71,33.92,0.00,0.00,0.29,3.11,11.31,15.03,0.22,4.00,14.66,3.40,9.50,2.00,9.67,27.10,26,6,-0.40,-0.73,1.37,4.29,6.07,6.84,8.11,NULL,1000,100,True,False,2020-11-13
DRNJX,BNY Mellon New Jersey Municipal Bond Fund Inc. Class A,12.92,0.85,Muni New Jersey,3,420.9M,17.36,1987-11-05,BNY Mellon,0.84,0.00,99.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,4,1.45,-0.12,-0.42,1.87,3.34,3.32,3.49,NULL,1000,100,True,False,2020-11-13
PSNYX,BNY Mellon New York AMT-Free Municipal Bond Fund Class A,15.09,0.88,Muni New York Intermediate,4,300.57M,9.24,1986-12-30,BNY Mellon,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,7,0.99,-0.21,-0.80,1.47,2.78,2.84,3.20,NULL,1000,100,True,False,2020-11-13
DRNYX,BNY Mellon New York Tax Exempt Bond Fund Inc.,14.98,0.75,Muni New York Intermediate,4,1B,13.75,1983-07-25,BNY Mellon,0.91,0.00,99.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,6,1.40,-0.20,-0.76,1.86,2.90,2.97,3.21,NULL,2500,100,True,False,2020-11-13
PTEBX,BNY Mellon Opportunistic Municipal Securities Fund Class A,13.37,0.73,Muni National Interm,4,405.97M,21.90,1986-11-25,BNY Mellon,0.46,0.00,99.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,6,2.36,-0.17,-0.27,2.89,3.83,3.45,3.86,NULL,1000,100,True,False,2020-11-13
DSIBX,BNY Mellon Short-Intermediate Municipal Bond Fund Class D,13.13,0.49,Muni National Short,3,279.61M,47.12,1987-04-29,BNY Mellon,4.23,0.00,95.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,2,1.89,-0.06,0.05,2.20,1.76,1.32,1.29,NULL,2500,100,True,False,2020-11-13
PSCTX,BNY Mellon Connecticut Fund Class A,11.98,0.85,Muni Single State Interm,3,198.14M,19.22,1987-05-27,BNY Mellon,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,5,2.27,-0.15,-0.11,2.67,3.16,2.68,3.01,NULL,1000,100,True,False,2020-11-13
PSMAX,BNY Mellon Massachusetts Fund Class A,11.89,1.01,Muni Massachusetts,3,128.14M,16.48,1987-05-27,BNY Mellon,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,6,2.24,-0.17,-0.52,2.61,3.10,2.64,3.07,NULL,1000,100,True,False,2020-11-13
PTPAX,BNY Mellon Pennsylvania Fund Class A,16.44,0.91,Muni Pennsylvania,3,118.8M,14.71,1987-07-29,BNY Mellon,1.70,0.00,98.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,4,2.20,-0.18,-0.28,2.47,3.52,3.50,3.58,NULL,1000,100,True,False,2020-11-13
DIEAX,BNY Mellon International Core Equity Fund Class A,39.07,1.12,Foreign Large Blend,3,395.92M,63.16,1988-12-07,BNY Mellon,0.62,99.38,0.00,0.00,0.00,0.00,5.99,5.69,12.42,1.37,13.58,16.12,4.92,7.63,2.24,17.11,12.92,19,12,-11.17,-3.54,-2.38,-7.04,-2.55,2.01,4.31,NULL,1000,100,True,False,2020-11-13
DIECX,BNY Mellon International Core Equity Fund Class C,39.49,1.90,Foreign Large Blend,2,395.92M,63.16,1988-12-07,BNY Mellon,0.62,99.38,0.00,0.00,0.00,0.00,5.99,5.69,12.42,1.37,13.58,16.12,4.92,7.63,2.24,17.11,12.92,19,12,-11.73,-3.56,-2.54,-7.74,-3.30,1.22,3.51,NULL,1000,100,True,False,2020-11-13
DIERX,BNY Mellon International Core Equity Fund Class I,39.86,0.85,Foreign Large Blend,3,395.92M,63.16,1988-12-07,BNY Mellon,0.62,99.38,0.00,0.00,0.00,0.00,5.99,5.69,12.42,1.37,13.58,16.12,4.92,7.63,2.24,17.11,12.92,19,12,-10.95,-3.48,-2.31,-6.77,-2.28,2.29,4.60,NULL,1000,100,True,False,2020-11-13
DNLDX,BNY Mellon Active MidCap Fund - Class A,54.86,0.98,Mid-Cap Blend,3,374.39M,81.43,1985-01-28,BNY Mellon,0.36,99.64,0.00,0.00,0.00,0.00,3.42,13.16,11.42,7.56,5.47,14.13,5.34,5.42,2.93,12.54,18.61,24,10,-7.78,0.14,-0.36,-3.95,-1.14,2.81,8.41,NULL,1000,100,True,False,2020-11-13
DSIGX,BNY Mellon Ultra Short Income Fund Class Z,10.07,0.44,Ultrashort Bond,1,81.84M,51.72,1987-04-05,BNY Mellon,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29,3,0.40,0.00,0.00,0.68,1.46,0.96,0.54,NULL,0,0,True,False,2020-11-13
DRGMX,BNY Mellon U.S. Mortgage Fund Class Z,15.15,0.70,Intermediate Government,2,295.46M,238.60,1985-05-28,BNY Mellon,14.95,0.00,85.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,2,3.15,0.26,0.37,3.05,2.89,2.13,2.20,NULL,1000,100,True,False,2020-11-13
CCVIX,Calamos Convertible Fund Class A,24.16,1.17,Convertibles,3,1.16B,36.70,1985-06-20,Calamos,2.94,6.08,0.00,0.00,10.43,80.55,0.00,0.00,0.00,0.00,0.00,0.00,60.37,0.00,0.00,12.27,27.35,26,8,25.22,-0.87,2.93,31.58,14.40,12.14,8.60,NULL,2500,50,True,False,2020-11-13
CVTRX,Calamos Growth & Income Fund Class A,39.54,1.10,Allocation--70% to 85% Equity,5,2.09B,18.50,1988-09-21,Calamos,0.47,73.15,0.25,0.00,6.04,20.10,1.83,11.86,12.46,2.22,8.23,13.40,3.81,9.59,2.20,8.69,25.71,24,7,6.07,-2.13,0.58,12.43,9.67,9.63,8.71,NULL,2500,50,True,False,2020-11-13
CVGRX,Calamos Growth Fund Class A,37.88,1.35,Large Growth,2,1.42B,68.90,1990-09-03,Calamos,1.42,98.58,0.00,0.00,0.00,0.00,1.11,17.42,8.36,1.22,2.96,10.04,0.00,13.52,0.33,8.79,36.25,22,7,12.23,-2.86,1.54,19.11,12.94,11.00,10.66,NULL,2500,50,True,False,2020-11-13
CVSIX,Calamos Market Neutral Income Fund Class A,14.00,1.26,Market Neutral,5,10.27B,73.80,1990-09-03,Calamos,31.63,31.44,1.09,0.32,2.14,33.26,2.06,11.46,13.05,2.42,7.26,13.56,5.58,10.46,2.14,9.16,22.85,26,3,2.70,-0.43,0.51,3.27,3.79,3.85,3.82,NULL,2500,50,True,False,2020-11-13
CFICX,Calvert Income Fund Class A,17.65,0.95,Corporate Bond,2,638.75M,57.00,1982-10-11,Calvert Research and Management,3.63,0.00,89.97,0.00,2.19,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,5,3.60,0.17,0.41,4.31,4.97,5.10,3.95,NULL,1000,0,True,False,2020-11-13
CTTLX,Calvert Responsible Municipal Income Fund Class A,16.68,0.75,Muni National Interm,3,336.01M,18.00,1983-08-22,Calvert Research and Management,6.50,0.00,93.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29,7,2.58,-0.38,-1.10,2.96,3.65,3.25,3.21,NULL,1000,0,True,False,2020-11-13
CSIFX,Calvert Balanced Fund Class A,38.75,0.93,Allocation--50% to 70% Equity,4,956.56M,69.00,1982-10-20,Calvert Research and Management,3.88,59.35,35.48,0.08,0.22,0.99,1.09,11.86,16.40,2.47,7.03,14.89,2.86,9.88,0.68,8.43,24.41,30,7,5.42,-1.59,-0.03,9.42,9.19,8.37,8.49,NULL,1000,0,True,False,2020-11-13
CSIBX,Calvert Bond Fund Class A,17.08,0.73,Intermediate Core-Plus Bond,3,1.99B,75.00,1987-08-23,Calvert Research and Management,6.88,0.00,90.32,0.00,0.34,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,4,4.77,-0.30,-0.35,4.67,4.43,4.03,3.58,NULL,1000,0,True,False,2020-11-13
CSIEX,Calvert Equity Fund Class A,66.81,0.99,Large Growth,3,5.11B,18.00,1987-08-23,Calvert Research and Management,3.20,96.65,0.05,0.07,0.03,0.00,7.10,8.92,16.30,5.01,9.36,16.06,0.00,5.59,0.00,9.90,21.75,27,5,11.00,-2.79,1.07,17.13,18.17,15.03,13.96,NULL,1000,0,True,False,2020-11-13
CAIBX,American Funds Capital Income Builder Class A,60.96,0.61,World Allocation,3,93.07B,45.00,1987-07-29,American Funds,7.10,68.70,22.92,0.00,0.91,0.32,4.62,1.43,15.14,8.59,12.80,13.60,12.80,7.22,5.57,6.19,12.04,27,5,-8.29,-2.74,-2.65,-4.56,0.79,3.52,5.39,NULL,250,50,True,False,2020-11-13
CWBFX,American Funds Capital World Bond Fund Class A,21.32,0.95,World Bond,4,13.81B,163.00,1987-08-03,American Funds,6.68,0.06,90.94,0.00,0.00,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24,8,5.26,0.00,-0.62,5.46,4.05,3.77,2.29,NULL,250,50,True,False,2020-11-13
HRCPX,Carillon ClariVest Capital Appreciation Fund Class A,55.84,1.00,Large Growth,3,465.38M,N/,1985-12-11,Carillon Family of Funds,1.33,98.67,0.00,0.00,0.00,0.00,0.00,17.30,8.01,0.00,5.23,13.95,0.00,11.42,0.00,5.03,39.08,26,8,13.27,-3.51,0.16,21.63,12.71,13.44,14.02,NULL,1000,0,True,False,2020-11-13
HRCVX,Carillon Eagle Growth & Income Fund Class A,21.98,0.97,Large Value,5,741.13M,N/,1986-12-14,Carillon Family of Funds,2.09,97.91,0.00,0.00,0.00,0.00,2.98,7.65,9.70,5.09,15.29,17.29,3.75,6.00,1.95,13.72,16.59,25,8,-5.80,-2.23,1.18,-2.09,6.21,8.70,9.66,NULL,1000,0,True,False,2020-11-13
UMBHX,Carillon Scout Small Cap Fund Class I,33.43,0.95,Small Growth,3,295.47M,N/,1986-11-16,Carillon Family of Funds,0.46,99.54,0.00,0.00,0.00,0.00,1.56,9.41,8.19,2.15,1.49,35.03,0.00,0.00,0.21,15.80,26.14,26,7,3.92,2.91,1.99,8.93,7.59,12.42,12.58,NULL,10000,0,True,False,2020-11-13
APBDX,Cavanal Hill Bond Fund Investor Class,10.08,0.77,Intermediate Core Bond,2,96.48M,65.00,1990-09-27,Cavanal Hill funds,2.64,0.00,97.32,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,4,5.39,-0.65,-1.07,5.00,4.27,3.03,3.39,NULL,100,0,True,False,2020-11-13
APFBX,Cavanal Hill Moderate Duration Fund Investor Class,10.79,0.74,Short-Term Bond,4,30.77M,83.00,1990-09-27,Cavanal Hill funds,15.52,0.00,83.42,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,2,3.21,-0.25,-0.04,3.17,2.98,2.30,3.31,NULL,100,0,True,False,2020-11-13
BERIX,Chartwell Income Fund,13.15,0.64,Allocation--15% to 30% Equity,3,570.44M,137.00,1987-09-02,Chartwell Investment Partners,3.88,22.26,69.72,0.00,3.36,0.78,6.26,12.22,16.84,11.50,6.04,10.75,10.08,4.93,4.42,9.26,7.69,26,6,-2.29,0.45,0.62,-0.83,2.37,3.41,4.72,NULL,1000,100,True,False,2020-11-13
CFIMX,Clipper Fund,128.36,0.71,Large Blend,2,963.99M,7.00,1984-02-28,Clipper Fund,1.90,95.77,0.00,2.33,0.00,0.00,0.00,13.29,40.17,0.00,5.68,3.03,0.00,22.68,0.00,10.05,5.11,28,7,-4.90,0.84,2.91,0.92,3.48,7.75,10.78,NULL,2500,25,True,False,2020-11-13
HICOX,Colorado Bond Shares A Tax Exempt Fund,9.23,0.55,Muni Single State Interm,5,1.51B,9.62,1987-06-03,Freedom Funds,34.49,0.00,65.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,N/A,3.11,0.22,1.15,3.78,5.07,4.80,4.56,NULL,500,0,True,False,2020-11-13
UMMGX,Columbia Bond Fund Institutional Class,36.52,0.53,Intermediate Core Bond,4,695.72M,229.00,1986-01-08,Columbia,6.92,0.00,91.83,0.00,0.00,0.03,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29,4,7.18,-0.25,-0.17,6.94,5.32,4.57,3.71,NULL,2000,0,True,False,2020-11-13
SRINX,Columbia Corporate Income Fund Institutional Class,11.46,0.65,Corporate Bond,4,1.19B,91.00,1986-03-04,Columbia,4.89,0.00,94.34,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,5,7.35,0.04,-1.73,8.47,6.31,6.15,5.25,NULL,2000,0,True,False,2020-11-13
SRHMX,Columbia High Yield Municipal Fund Institutional Class,10.47,0.66,High Yield Muni,4,716.22M,46.00,1984-03-04,Columbia,0.03,0.00,99.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30,5,-0.52,-0.07,-0.23,0.01,3.86,3.88,5.08,NULL,2000,0,True,False,2020-11-13
GAEGX,Columbia Large Cap Growth Fund Class V,54.68,1.04,Large Growth,3,4.16B,46.00,1990-12-13,Columbia,1.35,98.65,0.00,0.00,0.00,0.00,0.03,14.90,5.46,1.45,6.28,15.59,0.04,12.32,0.03,5.50,38.40,23,6,17.42,-2.20,0.64,26.89,15.84,14.53,14.77,NULL,2000,0,True,False,2020-11-13
GEGTX,Columbia Large Cap Growth Fund Institutional Class,58.14,0.79,Large Growth,3,4.16B,46.00,1990-12-13,Columbia,1.35,98.65,0.00,0.00,0.00,0.00,0.03,14.90,5.46,1.45,6.28,15.59,0.04,12.32,0.03,5.50,38.40,23,6,17.69,-2.18,0.71,27.21,16.13,14.81,15.08,NULL,2000,0,True,False,2020-11-13
CLSPX,Columbia Mid Cap Growth Fund Institutional Class,31.85,0.91,Mid-Cap Growth,3,1.84B,63.00,1985-11-19,Columbia,1.56,98.44,0.00,0.00,0.00,0.00,1.36,13.41,2.11,2.67,2.12,29.03,0.00,6.01,0.00,12.94,30.35,28,6,17.04,0.47,3.08,25.14,15.33,13.24,12.49,NULL,2000,0,True,False,2020-11-13
CMBFX,Columbia Oregon Intermediate Municipal Bond Fund Institutional Class,12.70,0.56,Muni Single State Interm,4,355.37M,9.00,1984-07-01,Columbia,0.40,0.00,99.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,4,2.95,-0.29,-0.65,3.35,3.42,2.84,3.10,NULL,2000,0,True,False,2020-11-13
CSMIX,Columbia Small Cap Value Fund I Class A,35.11,1.31,Small Value,3,646.86M,60.00,1986-07-24,Columbia,0.39,99.61,0.00,0.00,0.00,0.00,8.97,12.79,32.81,7.22,3.81,3.30,0.00,2.01,4.17,15.87,9.06,24,9,-15.94,4.03,6.14,-9.37,-5.26,3.52,6.49,NULL,2000,0,True,False,2020-11-13
CLMPX,Columbia Strategic California Municipal Income Fund Class A,31.07,0.74,Muni California Long,4,629.95M,37.00,1986-06-15,Columbia,0.04,0.00,99.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,6,2.28,-0.24,-0.82,2.69,3.71,3.47,4.47,NULL,2000,0,True,False,2020-11-13
COLNX,Columbia Strategic New York Municipal Income Fund Class A,29.95,0.80,Muni New York Long,4,192.92M,46.00,1986-09-25,Columbia,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,5,1.24,0.05,-0.96,1.59,3.22,3.15,3.85,NULL,2000,0,True,False,2020-11-13
INUTX,Columbia Dividend Opportunity Fund Class A,33.27,1.05,Large Value,3,1.99B,47.00,1988-07-31,Columbia,0.16,94.61,0.00,0.00,4.51,0.72,1.61,2.29,15.17,6.47,15.29,17.74,7.78,6.96,6.15,7.45,13.10,24,7,-12.80,-2.26,-2.40,-8.48,2.39,5.23,8.48,NULL,2000,0,True,False,2020-11-13
IMRFX,Columbia Global Opportunities Fund Class A,15.47,1.17,World Allocation,4,507.21M,125.00,1985-01-22,Columbia,31.62,36.19,24.75,1.37,0.16,0.00,3.16,11.52,12.44,3.33,8.45,13.48,1.19,9.87,3.79,10.09,22.69,27,7,1.25,-1.28,-0.27,5.00,3.78,6.01,6.01,NULL,2000,0,True,False,2020-11-13
INEAX,Columbia High Yield Bond Fund Class A,11.78,1.00,High Yield Bond,4,1.42B,59.00,1983-12-07,Columbia,2.02,0.00,97.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,27,9,0.00,0.39,-0.16,2.22,3.65,4.95,5.69,NULL,2000,0,True,False,2020-11-13
INDZX,Columbia Large Cap Value Fund Class A,13.97,1.02,Large Value,3,1.67B,15.00,1990-10-14,Columbia,0.93,97.51,0.00,0.00,0.00,1.56,5.63,6.45,20.25,4.70,8.91,14.26,5.60,6.72,3.86,12.82,10.79,22,7,-11.07,-1.73,0.32,-5.24,2.20,6.06,8.68,NULL,2000,0,True,False,2020-11-13
IMNTX,Columbia Minnesota Tax-Exempt Fund Class A,22.47,0.78,Muni Minnesota,4,723.16M,25.00,1986-08-17,Columbia,0.04,0.00,99.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27,6,2.14,-0.29,-0.53,2.38,3.49,3.19,3.84,NULL,2000,0,True,False,2020-11-13
IGLGX,Columbia Select Global Equity Fund Class A,18.16,1.31,World Large Stock,5,633.89M,46.00,1990-05-28,Columbia,1.20,98.80,0.00,0.00,0.00,0.00,1.28,8.11,13.07,0.00,1.49,26.13,0.00,13.21,0.00,3.52,33.19,20,9,10.90,-3.77,-0.54,19.16,14.69,13.87,10.71,NULL,2000,0,True,False,2020-11-13
