Ticker,Name,Price,Expense Ratio,Category,Morning Star Rating,Net Assets,Holdings Turnover,Inception Date,Fund Family,Cash,Stocks,Bonds,Others,Preferred,Convertable,Basic Materials,Consumer Cyclical,Financial Services,Realestate,Consumer Defensive,Healthcare,Utilities,Communication Services,Energy,Industrials,Technology,Number Years Up,Number Years Down,YTD,1-Month,3-Month,1-Year,3-Year,5-Year,10-Year,Inception,Minimum Initial Investment,Minimum Subsequent Investment,Mutual Fund,ETF,Capture Date
PIOBX,Pioneer Bond Fund Class A,10.28,0.82,Intermediate Core-Plus Bond,3,5.87B,71.00,1978-10-30,Pioneer Investments,13.50,0.00,82.72,0.36,1.14,1.75,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,5,5.32,0.02,0.24,5.58,4.55,4.13,4.06,NULL,1000,100,True,False,2020-11-13
CMPIX,Principal Core Fixed Income Fund Class A,10.21,0.89,Intermediate Core Bond,4,9.51B,19.80,1975-12-14,Principal Funds,1.50,0.29,97.94,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,8,6.23,-0.32,-1.14,6.32,4.94,4.41,4.03,NULL,1000,100,True,False,2020-11-13
PTEAX,Principal Tax-Exempt Bond Fund Class A,7.45,0.86,Muni National Interm,5,642.47M,64.00,1977-01-02,Principal Funds,0.05,0.00,99.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,9,1.35,-0.20,-0.38,1.89,3.82,3.48,4.06,NULL,1000,100,True,False,2020-11-13
PCONX,Putnam Convertible Securities Fund Class A,32.17,1.05,Convertibles,3,887.67M,60.00,1972-06-28,Putnam,2.42,7.82,0.46,0.00,13.55,75.75,5.74,0.00,0.00,3.04,0.00,10.66,57.85,0.00,0.00,9.57,13.14,35,12,23.49,-0.94,4.03,29.69,14.01,12.46,9.95,NULL,0,0,True,False,2020-11-13
PEYAX,Putnam Equity Income Fund Class A,25.75,0.91,Large Value,4,11.73B,12.00,1977-06-14,Putnam,3.10,95.07,0.00,0.00,1.83,0.00,7.18,6.57,17.31,3.78,11.42,16.84,5.19,5.67,4.87,10.94,10.24,35,7,-10.10,-1.88,-0.81,-4.20,3.81,7.02,10.25,NULL,0,0,True,False,2020-11-13
PTAEX,Putnam Tax Exempt Income Fund Class A,8.69,0.81,Muni National Long,3,923.33M,63.00,1976-12-30,Putnam,0.03,0.00,99.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,8,1.60,-0.27,-0.73,2.22,3.72,3.47,3.87,NULL,0,0,True,False,2020-11-13
WPGTX,WPG Partners Small/Micro Cap Value Fund,12.76,1.10,Small Value,1,18.26M,123.00,1972-03-29,Boston Partners,1.23,98.77,0.00,0.00,0.00,0.00,6.36,5.58,23.98,13.25,7.84,3.25,4.69,0.00,10.79,17.19,7.06,31,16,-22.18,3.38,1.93,-16.64,-8.24,-1.69,2.83,NULL,100000,5000,True,False,2020-11-13
RMBHX,RMB Fund Class A,30.66,1.17,Large Growth,2,99.94M,22.00,1975-06-15,RMB Funds,0.25,99.75,0.00,0.00,0.00,0.00,0.00,11.00,20.56,4.20,4.87,21.16,0.00,4.84,1.44,6.52,25.41,36,8,-0.43,0.18,1.92,6.78,10.31,9.25,11.08,NULL,2500,500,True,False,2020-11-13
PENNX,Royce Pennsylvania Mutual Fund Investment Class,9.56,0.94,Small Blend,4,1.58B,30.00,1972-10-30,Franklin Templeton Investments,1.49,98.51,0.00,0.00,0.00,0.00,8.60,10.97,13.42,2.08,1.46,8.14,0.12,1.23,1.49,27.50,24.97,37,10,-7.73,2.83,2.47,-2.06,2.47,8.20,8.43,NULL,2000,50,True,False,2020-11-13
SFITX,State Farm Interim Fund,10.36,0.18,Short Government,4,484.91M,20.00,1977-10-31,State Farm,5.40,0.00,94.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40,2,3.87,-0.29,-0.38,3.85,3.05,2.07,1.54,NULL,250,50,True,False,2020-11-13
SFBDX,State Farm Municipal Bond Fund,9.00,0.16,Muni National Interm,4,729.94M,14.00,1977-10-31,State Farm,2.77,0.00,97.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,7,4.11,-0.25,-0.50,4.47,3.92,3.27,3.52,NULL,250,50,True,False,2020-11-13
STRGX,Sterling Capital Stratton Mid Cap Value Fund Institutional Shares,63.60,0.92,Mid-Cap Blend,2,53.98M,6.75,1972-09-28,Sterling Capital Funds,1.90,98.10,0.00,0.00,0.00,0.00,1.98,6.60,14.85,12.61,5.69,16.87,4.71,4.99,3.20,13.38,15.12,35,12,-12.43,-0.07,-0.12,-7.21,0.37,5.36,7.87,NULL,1000000,0,True,False,2020-11-13
STMDX,Sterling Capital Stratton Real Estate Fund Institutional Shares,38.87,0.82,Real Estate,4,83.32M,14.56,1980-05-29,Sterling Capital Funds,1.59,98.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31,8,-11.02,-2.70,-6.17,-12.10,3.92,5.22,8.21,NULL,1000000,0,True,False,2020-11-13
PRITX,T. Rowe Price International Stock Fund,19.69,0.80,Foreign Large Growth,2,14.46B,36.60,1980-05-08,T. Rowe Price,1.82,98.18,0.00,0.00,0.00,0.00,4.24,14.09,15.03,0.00,13.13,16.38,0.88,11.32,1.56,7.58,15.79,26,13,-2.95,-2.27,-0.71,4.39,2.79,6.42,5.35,NULL,2500,100,True,False,2020-11-13
PRCIX,T. Rowe Price New Income Fund,9.92,0.51,Intermediate Core Bond,3,21.15B,153.70,1973-08-30,T. Rowe Price,5.48,0.02,92.85,0.00,0.05,1.58,6.38,0.00,0.00,0.00,0.00,6.62,71.31,15.70,0.00,0.00,0.00,42,4,3.68,-0.32,-0.85,3.85,4.15,3.59,3.28,NULL,2500,100,True,False,2020-11-13
PRTAX,T. Rowe Price Tax-Free Income Fund,10.27,0.53,Muni National Long,3,2.67B,10.60,1976-10-25,T. Rowe Price,0.04,0.00,99.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,8,1.98,-0.25,-0.37,2.42,3.51,3.27,3.87,NULL,2500,100,True,False,2020-11-13
AFTEX,American Funds Tax-Exempt Bond Fund Class A,13.46,0.52,Muni National Interm,5,24.29B,24.00,1979-10-02,American Funds,1.59,0.00,98.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,6,2.43,-0.18,-0.56,2.93,3.73,3.44,4.03,NULL,250,50,True,False,2020-11-13
TEMWX,Templeton World Fund Class A,13.21,1.05,World Large Stock,2,2.79B,-1,1978-01-16,Franklin Templeton Investments,9.04,90.96,0.00,0.00,0.00,0.00,6.93,16.16,5.03,1.36,14.79,15.74,2.34,8.19,3.22,13.39,12.84,32,9,-11.14,-2.42,0.00,-7.08,-2.20,1.99,4.82,NULL,1000,0,True,False,2020-11-13
LUBIX,Thrivent Income Fund Class A,10.15,0.77,Corporate Bond,3,1.07B,99.00,1972-05-31,Thrivent Funds,0.29,0.05,88.45,5.54,0.84,4.54,0.00,0.00,4.72,0.89,0.00,4.58,76.79,0.00,0.00,13.02,0.00,39,8,7.36,-0.10,-1.36,7.79,5.96,5.56,4.91,NULL,2000,50,True,False,2020-11-13
AAMBX,Thrivent Municipal Bond Fund Class A,11.49,0.75,Muni National Long,3,1.55B,31.00,1976-12-02,Thrivent Funds,0.05,0.00,99.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,9,2.14,-0.29,-0.87,2.48,3.31,2.97,3.57,NULL,2000,50,True,False,2020-11-13
UTBPX,UBS Total Return Bond Fund Class P,15.86,0.50,Intermediate Core-Plus Bond,3,37.15M,209.00,1972-12-18,UBS Asset Management,8.09,0.00,91.42,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38,9,4.52,-0.48,-1.01,4.79,4.38,3.62,4.10,NULL,2000000,100,True,False,2020-11-13
USERX,U.S. Global Investors Gold and Precious Metals Fund,13.13,1.62,Equity Precious Metals,4,147.84M,36.00,1974-06-30,U.S. Global Investors,2.10,96.82,1.08,0.00,0.00,0.00,98.56,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,21,24,25.74,-4.28,-8.93,40.26,21.38,20.75,-1.42,NULL,5000,100,True,False,2020-11-13
USAAX,USAA Growth Fund,33.48,0.92,Large Growth,3,2.95B,59.00,1971-04-04,Victory Capital,0.85,99.15,0.00,0.00,0.00,0.00,0.62,18.18,8.89,2.22,3.17,15.12,0.00,13.13,0.18,6.21,32.27,35,13,20.53,-3.29,1.82,29.48,15.06,14.82,15.03,NULL,3000,50,True,False,2020-11-13
USAIX,USAA Income Fund,13.91,0.52,Intermediate Core-Plus Bond,4,8.03B,25.00,1974-03-03,Victory Capital,1.86,0.02,94.97,0.00,0.83,2.32,0.00,0.00,0.00,28.47,0.00,0.00,0.00,0.00,71.53,0.00,0.00,38,7,5.36,-0.22,-0.36,5.68,5.06,4.95,4.30,NULL,3000,50,True,False,2020-11-13
VALLX,Value Line Larger Companies Focused Fund Investor Class,38.25,1.15,Large Growth,3,349.39M,29.00,1972-03-19,Value Line,0.68,99.32,0.00,0.00,0.00,0.00,0.00,15.72,7.33,0.00,1.22,21.84,0.00,20.09,0.80,0.00,33.00,36,11,25.24,-2.19,1.37,40.74,17.27,16.62,15.33,NULL,1000,100,True,False,2020-11-13
VFIIX,Vanguard GNMA Fund Investor Shares,10.70,0.21,Intermediate Government,4,27.01B,616.00,1980-06-26,Vanguard,13.51,0.00,86.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37,2,3.21,-0.06,-0.10,3.33,3.27,2.72,2.83,NULL,3000,1,True,False,2020-11-13
VWEHX,Vanguard High-Yield Corporate Fund Investor Shares,5.89,0.23,High Yield Bond,5,27.58B,28.00,1978-12-26,Vanguard,4.77,0.00,94.36,0.00,0.42,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35,6,1.03,0.37,0.12,2.93,4.31,5.52,5.92,NULL,3000,1,True,False,2020-11-13
VWESX,Vanguard Long-Term Investment-Grade Fund Investor Shares,11.95,0.22,Long-Term Bond,4,20.46B,34.00,1973-07-08,Vanguard,3.09,0.00,96.65,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,7,10.25,-1.43,-5.91,9.76,8.60,8.35,7.73,NULL,3000,1,True,False,2020-11-13
VFINX,Vanguard 500 Index Fund Investor Shares,326.95,0.14,Large Blend,4,557.01B,4.00,1976-08-30,Vanguard,0.58,99.41,0.01,0.00,0.00,0.00,2.26,11.32,12.80,2.64,7.50,14.33,2.96,10.80,2.05,8.63,24.72,35,8,2.65,-2.67,0.34,9.56,10.28,11.56,12.85,NULL,3000,1,True,False,2020-11-13
VWAHX,Vanguard High-Yield Tax-Exempt Fund,11.75,0.17,Muni National Long,5,15.83B,16.00,1978-12-26,Vanguard,0.10,0.00,97.18,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,8,2.17,0.00,-0.17,2.86,4.58,4.55,4.81,NULL,3000,1,True,False,2020-11-13
VWITX,Vanguard Intermediate-Term Tax-Exempt Fund Investor Shares,14.71,0.17,Muni National Interm,4,78.56B,8.00,1977-08-31,Vanguard,1.61,0.00,98.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,8,3.19,-0.22,-0.38,3.69,3.78,3.34,3.57,NULL,3000,1,True,False,2020-11-13
VWLTX,Vanguard Long-Term Tax-Exempt Fund,12.10,0.17,Muni National Long,4,15.51B,16.00,1977-08-31,Vanguard,0.01,0.00,96.43,3.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,8,3.53,-0.19,-0.56,4.06,4.61,4.30,4.52,NULL,3000,1,True,False,2020-11-13
VWSTX,Vanguard Short-Term Tax-Exempt Fund,15.93,0.17,Muni National Short,3,20B,34.00,1977-08-31,Vanguard,7.30,0.00,91.07,1.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42,-1,1.55,0.01,0.11,1.86,1.73,1.36,1.07,NULL,3000,1,True,False,2020-11-13
GPAFX,Victory RS Large Cap Alpha Fund Class A,49.31,0.89,Large Blend,1,414.45M,51.00,1972-05-31,Victory Capital,0.97,99.03,0.00,0.00,0.00,0.00,1.40,10.04,22.79,3.72,9.88,13.58,6.87,8.39,4.57,14.92,3.85,36,11,-16.17,0.11,-0.11,-11.66,1.38,4.88,8.48,NULL,2500,50,True,False,2020-11-13
PHSKX,Virtus KAR Mid-Cap Growth Fund Class A,62.22,1.41,Mid-Cap Growth,5,2.64B,28.00,1975-12-30,Virtus,8.76,91.24,0.00,0.00,0.00,0.00,0.00,14.98,7.93,1.92,10.60,11.93,0.00,1.58,0.00,8.25,42.81,36,8,41.02,0.14,2.22,52.13,30.70,24.03,16.34,NULL,2500,100,True,False,2020-11-13
PHCHX,Virtus Newfleet High Yield Fund Class A,4.1200,1.01,High Yield Bond,3,58.22M,59.00,1980-07-27,Virtus,2.86,0.23,96.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.09,92.91,0.00,0.00,29,10,0.47,0.70,0.96,3.63,3.69,5.25,5.37,NULL,2500,100,True,False,2020-11-13
VOLMX,Volumetric Fund,22.24,1.90,Large Blend,2,35.85M,60.00,1979-01-01,Volumetric,20.34,79.66,0.00,0.00,0.00,0.00,8.36,6.77,10.67,0.16,8.03,9.23,3.76,5.63,0.12,27.52,19.74,24,8,-2.15,-2.06,0.14,2.06,2.99,6.21,7.38,NULL,500,200,True,False,2020-11-13
LEXNX,Voya GNMA Income Fund Class A,8.56,0.84,Intermediate Government,3,1.65B,421.00,1973-08-16,Voya,24.55,0.00,75.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41,5,3.29,0.13,0.31,3.18,3.07,2.45,2.65,NULL,1000,0,True,False,2020-11-13
